"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"5511","Ovivagina longa","species","Hettangian","Sinemurian",201.3,190.8,86,44.174999,97.06,61.82,"Coleoptera",20,19,85.7111,58.3812
"5611","Artematopodites propinquus","species","Hettangian","Sinemurian",201.3,190.8,85.669998,43.950001,96.8,61.52,"Coleoptera",20,19,85.465,58.0811
"5711","Artematopodites prolixus","species","Hettangian","Sinemurian",201.3,190.8,85.669998,43.950001,96.8,61.52,"Coleoptera",20,19,85.465,58.0811
"21810","Coleoptera","order","Sinemurian","",199.3,190.8,28.75,-30.42,16.11,-44.39,"Coleoptera",20,19,0.9863,-44.92
"24410","Coleopterites curculionoides","species","Hettangian","",201.3,199.3,11.392,50.118999,19.64,39.03,"Coleoptera",20,20,11.8284,39.7904
"24510","Campopsis tenthredinoides","species","Hettangian","",201.3,199.3,11.392,50.118999,19.64,39.03,"Coleoptera",20,20,11.8284,39.7904
"317","Holcoptera giebeli","species","Obtusum","",196.5,189.6,-2.892,50.733002,10.83,37.92,"Coleoptera",20,19,0.8242,36.8675
"318","Holcoptera alisonae","species","Obtusum","",196.5,189.6,-2.892,50.733002,10.83,37.92,"Coleoptera",20,19,0.8242,36.8675
"319","Holcoptera giebeli","species","Obtusum","",196.5,189.6,-2.925,50.73,10.81,37.91,"Coleoptera",20,19,0.8011,36.8574
"320","Liassocupes parvus","species","Obtusum","",196.5,189.6,-2.925,50.73,10.81,37.91,"Coleoptera",20,19,0.8011,36.8574
"32110","Holcoptera schlotheimi","species","Rhaetian","",208.5,201.3,-2.15,52.029999,8.94,34.82,"Coleoptera",21,20,0.7926,38.2445
"32210","Holcoptera schlotheimi","species","Early Hettangian","",201.3,196.5,-1.795,52.185001,9.4,37.31,"Coleoptera",20,20,0.981,38.4675
"3233","Brochocoleus maculatus","species","Obtusum","",196.5,189.6,-2.892,50.733002,10.83,37.92,"Coleoptera",20,19,0.8242,36.8675
"3241","Mimemala giganteum","species","Obtusum","",196.5,189.6,-2.892,50.733002,10.83,37.92,"Coleoptera",20,19,0.8242,36.8675
"32510","Elaterophanes regius","species","Obtusum","",196.5,189.6,-2.925,50.73,10.81,37.91,"Coleoptera",20,19,0.8011,36.8574
"3261","Elaterina liassica","species","Obtusum","",196.5,189.6,-2.92,50.73,10.81,37.91,"Coleoptera",20,19,0.8048,36.8585
"3277","Carabidae","family","Obtusum","",196.5,189.6,-2.92,50.73,10.81,37.91,"Coleoptera",20,19,0.8048,36.8585
"3283","Byrrhoidea","superfamily","Obtusum","",196.5,189.6,-2.92,50.73,10.81,37.91,"Coleoptera",20,19,0.8048,36.8585
"32910","Dryopoidea","superfamily","Obtusum","",196.5,189.6,-2.92,50.73,10.81,37.91,"Coleoptera",20,19,0.8048,36.8585
"33010","Curculionoidea","superfamily","Obtusum","",196.5,189.6,-2.92,50.73,10.81,37.91,"Coleoptera",20,19,0.8048,36.8585
"331","Curculionidae","family","Obtusum","",196.5,189.6,-2.92,50.73,10.81,37.91,"Coleoptera",20,19,0.8048,36.8585
"33210","Coleoptera","order","Obtusum","",196.5,189.6,-2.92,50.73,10.81,37.91,"Coleoptera",20,19,0.8048,36.8585
"3434","Omma liassicum","species","Obtusum","",196.5,189.6,-2.92,50.73,10.81,37.91,"Coleoptera",20,19,0.8048,36.8585
"3441","Holcoptera giebeli","species","Obtusum","",196.5,189.6,-2.92,50.73,10.81,37.91,"Coleoptera",20,19,0.8048,36.8585
"345","Holcoptera giebeli","species","Rhaetian","",208.5,201.3,-2.14,52.060001,8.93,34.85,"Coleoptera",21,20,0.7862,38.2747
"34610","Elaterina liassica","species","Sinemurian","",199.3,190.8,-2.92,50.732498,10.33,37.17,"Coleoptera",20,19,0.8037,36.8609
"34810","Strullendorfia parva","species","Planorbis","",201.3,196.5,10.966,49.846001,19.8,39,"Coleoptera",20,20,11.6517,39.4285
"34910","Elaterophanes","genus","Rhaetian","Early Hettangian",208.5,196.5,10.955,49.988998,18.65,37.82,"Coleoptera",21,20,11.5668,39.5558
"3601","Coleoptera","order","Late Triassic","",237,201.3,29.049999,-28.566668,10.1,-51.82,"Coleoptera",24,20,2.4041,-43.349
"36110","Coleoptera","order","Late Triassic","",237,201.3,29.5,-29.5,9.94,-52.82,"Coleoptera",24,20,2.3609,-44.3614
"3663","Holcoptera schlotheimi","species","Rhaetian","",208.5,201.3,-2.629,51.602001,8.84,34.31,"Coleoptera",21,20,0.6348,37.7391
"4651","Mormolucoides articulatus","species","Hettangian","Sinemurian",201.3,190.8,-72.509003,42.603001,-9.22,22.11,"Coleoptera",20,19,-19.5448,23.3236
"4661","Mormolucoides articulatus","species","Hettangian","Sinemurian",201.3,190.8,-72.514999,42.603001,-9.22,22.11,"Coleoptera",20,19,-19.5496,23.3229
"4671","Mormolucoides articulatus","species","Hettangian","Sinemurian",201.3,190.8,-72.525002,42.604,-9.23,22.11,"Coleoptera",20,19,-19.5576,23.3228
"4911","Notocupes issykkulensis","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"4921","Notocupes kirghizicus","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"4931","Notocupes latus","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"4941","Notocupes sogutensis","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"4951","Notocupes cellulosus","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"5021","Allophalerus incertus","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"503","Omma avus","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"5121","Ranis collevus","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"5461","Salebrocoleus megacephalus","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"5471","Salebrocoleus sternalis","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"5481","Tersoides elongatus","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"5612","Parathnesidius oculatus","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"6661","Platycoxa armata","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"710","Lithorabus incertus","species","Hettangian","Sinemurian",201.3,190.8,77.199997,42.700001,86.81,57.76,"Coleoptera",20,19,76.2521,54.4203
"963","Protocuneus punctatus","species","Planorbis","",201.3,196.5,-1.75,52.216667,9.41,37.35,"Coleoptera",20,20,0.9992,38.507
"964","Anhydrophilus brodiei","species","Rhaetian","",208.5,201.3,-2.216667,51.929443,8.95,34.71,"Coleoptera",21,20,0.7896,38.1359
"965","Elaterophanes vetustus","species","Rhaetian","",208.5,201.3,-2.216667,51.929443,8.95,34.71,"Coleoptera",21,20,0.7896,38.1359
"966","Elaterophanes acutus","species","Rhaetian","",208.5,201.3,-2.216667,51.929443,8.95,34.71,"Coleoptera",21,20,0.7896,38.1359
"967","Anhydrophilus brodiei","species","Rhaetian","",208.5,201.3,-2,52.125,8.99,34.95,"Coleoptera",21,20,0.8588,38.3662
"968","Pseudotelephorus haueri","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"969","Pseudotelephorus punctulatus","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"970","Pseudotelephorus grandis","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"971","Holcoptera schlotheimi","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"972","Glaphyroptula anglica","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"1052","Tersus crowsoni","species","Obtusum","",196.5,189.6,-2.892,50.733002,10.83,37.92,"Coleoptera",20,19,0.8242,36.8675
"1275","Heeriaopsis laevigatum","species","Rhaetian","",208.5,201.3,12.558,56.199001,15.91,42.68,"Coleoptera",21,20,9.0602,45.5631
"1276","Nannocurculionites carlsoni","species","Rhaetian","",208.5,201.3,12.92,56.080002,16.23,42.7,"Coleoptera",21,20,9.3942,45.5504
"1277","Pseudocarabites deplanatus","species","Rhaetian","",208.5,201.3,12.92,56.080002,16.23,42.7,"Coleoptera",21,20,9.3942,45.5504
"1278","Angelinella angelini","species","Hettangian","",201.3,199.3,12.635,56.110001,16.27,44.52,"Coleoptera",20,20,9.173,45.5038
"1279","Paracurculionites parvulus","species","Hettangian","",201.3,199.3,12.66,56.09,16.3,44.51,"Coleoptera",20,20,9.2038,45.4924
"1280","Parabuprestites rugulosus","species","Rhaetian","",208.5,201.3,12.92,56.080002,16.23,42.7,"Coleoptera",21,20,9.3942,45.5504
"1281","Pseudohydrophilites nathorsti","species","Rhaetian","",208.5,201.3,12.92,56.080002,16.23,42.7,"Coleoptera",21,20,9.3942,45.5504
"1283","Eocoleopteron roemeri","species","Rhaetian","",208.5,201.3,9.944,52.150002,17.03,38.44,"Coleoptera",21,20,9.6247,41.2548
"1284","Pseudoelateropsis infraliassica","species","Rhaetian","",208.5,201.3,9.944,52.150002,17.03,38.44,"Coleoptera",21,20,9.6247,41.2548
"1285","Helopides hildesiensis","species","Rhaetian","",208.5,201.3,9.944,52.150002,17.03,38.44,"Coleoptera",21,20,9.6247,41.2548
"1294","Megacentrus tristis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1295","Glaphyropterites depressus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1296","Glaphyropterodes gehreti","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1297","Glaphyropterula gracilis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1298","Elaterophanes vetustus","species","Rhaetian","",208.5,201.3,-2.2,51.950001,8.95,34.74,"Coleoptera",21,20,0.7925,38.1588
"1300","Cistelites insignis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1301","Nitidulites argoviensis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1302","Nitidulites bellus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1303","Proctobuprestis brevicollis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1304","Micranthaxia rediviva","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1305","Plastelater neptuni","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"1306","Brodiola nana","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"1307","Chrysomelites prodromus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1308","Bellingera ovalis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1309","Bellingeropsis laticollis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1310","Hydrobiites bellus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1311","Aphodiites protogaeus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1312","Petrorophus truncatus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1313","Critoderma deplanatum","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1314","Wollastonia ovalis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1315","Sitonites melanarius","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1316","Eumolpites liberatus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1317","Strongylites stygius","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1318","Strongylites morio","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1319","Byrrhydium arcuatum","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1320","Byrrhydium morio","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1324","Hydrobiites anglicus","species","Rhaetian","",208.5,201.3,-2.226,51.946999,8.94,34.73,"Coleoptera",21,20,0.7748,38.1502
"1325","Hydrobiites liasinus","species","Rhaetian","",208.5,201.3,-2.226,51.946999,8.94,34.73,"Coleoptera",21,20,0.7748,38.1502
"1326","Hydrobiites giebeli","species","Rhaetian","",208.5,201.3,-2.629,51.602001,8.84,34.31,"Coleoptera",21,20,0.6348,37.7391
"1327","Chrysomelopsis andraei","species","Rhaetian","",208.5,201.3,-2.211,51.992001,8.92,34.77,"Coleoptera",21,20,0.7653,38.1956
"1328","Xenogyrinus natans","species","Rhaetian","",208.5,201.3,-2.211,51.992001,8.92,34.77,"Coleoptera",21,20,0.7653,38.1956
"1329","Mimelater angulatus","species","Rhaetian","",208.5,201.3,-2.216667,51.929443,8.95,34.71,"Coleoptera",21,20,0.7896,38.1359
"1342","Anepismus vanus","species","Rhaetian","",208.5,201.3,-2.216667,51.929443,8.95,34.71,"Coleoptera",21,20,0.7896,38.1359
"1343","Stenelytron redtenbacheri","species","Rhaetian","",208.5,201.3,-2.216667,51.929443,8.95,34.71,"Coleoptera",21,20,0.7896,38.1359
"1344","Hydrobiites veteranus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1345","Latridiites schaumi","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1346","Colymbetopsis arcuatus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1347","Gyrinopsis antiquus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1348","Prototoma striata","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1349","Trixagites floralis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1350","Anagyrinus atavus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1351","Gyrinites troglodytes","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1352","Phaulogyrinus minimus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1353","Hydrophilites stygius","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1354","Hydrophilites acherontis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1355","Adynasia lyelli","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1356","Dysarestus vetustus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1357","Thurmannia punctulata","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1358","Dinoharpalus liasinus","species","Rhaetian","",208.5,201.3,-2.629,51.602001,8.84,34.31,"Coleoptera",21,20,0.6348,37.7391
"1359","Stigmenamma heeri","species","Rhaetian","",208.5,201.3,-2.226,51.946999,8.94,34.73,"Coleoptera",21,20,0.7748,38.1502
"1360","Notokistus brodiei","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"1361","Hadrocephalus anglicus","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"1362","Hadrocephalus liasinus","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"1363","Hadrocephalus minor","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"1364","Paragyrinus dubius","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"1370","Anhydrophilus brodiei","species","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"1371","Pseudotelephorus haueri","species","Rhaetian","",208.5,201.3,-2.211,51.992001,8.92,34.77,"Coleoptera",21,20,0.7653,38.1956
"1372","Glaphyroptera insignis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1373","Smodicoptera liasina","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1374","Melanophilopsis costata","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1375","Melanophilites sculptilis","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1376","Bothynophora elegans","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1377","Carabites anthracinus","species","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1378","Coleoptera","order","Rhaetian","Early Hettangian",208.5,196.5,-2,52,8.54,35.64,"Coleoptera",21,20,0.916,38.2496
"1379","Coleopteron","genus","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1381","Coleoptera","order","Angulata","",201.3,196.5,8.233333,47.466667,19.25,36.05,"Coleoptera",20,20,10.7628,36.5256
"1386","Coleoptera","order","Rhaetian","",208.5,201.3,-2.629,51.602001,8.84,34.31,"Coleoptera",21,20,0.6348,37.7391
"1388","Coleopteron","genus","Rhaetian","",208.5,201.3,-2.216667,51.929443,8.95,34.71,"Coleoptera",21,20,0.7896,38.1359
"1389","Coleopteron aquaticus","species","Rhaetian","",208.5,201.3,-2.226,51.946999,8.94,34.73,"Coleoptera",21,20,0.7748,38.1502
"1390","Coleopteron","genus","Rhaetian","",208.5,201.3,-2.226,51.946999,8.94,34.73,"Coleoptera",21,20,0.7748,38.1502
"1391","Coleoptera","order","Hettangian","",201.3,199.3,14.53,47.900002,31.5,28.44,"Coleoptera",20,20,18.5041,32.3547
"1394","Coleopteron","genus","Rhaetian","",208.5,201.3,-1.83,52.275002,9.03,35.13,"Coleoptera",21,20,0.9139,38.5437
"1395","Coleopteron","genus","Planorbis","",201.3,196.5,-1.744,52.400002,9.31,37.51,"Coleoptera",20,20,0.9187,38.6792
"1396","Coleopteron","genus","Late Sinemurian","",196.5,189.6,-2.27,51.869999,10.68,39.11,"Coleoptera",20,19,0.7775,38.0686
"1397","Coleopteron","genus","Rhaetian","",208.5,201.3,-2.414,51.827999,8.87,34.57,"Coleoptera",21,20,0.691,37.9977
"1399","Coleopteron","genus","Hettangian","",201.3,199.3,-0.64,53.790001,9.04,38.68,"Coleoptera",20,20,1.0532,40.2157
"1400","Coleopteron","genus","Rhaetian","",208.5,201.3,-2.2,51.950001,8.95,34.74,"Coleoptera",21,20,0.7925,38.1588
"1401","Coleopteron","genus","Rhaetian","",208.5,201.3,-2.14,52.060001,8.93,34.85,"Coleoptera",21,20,0.7862,38.2747
"1402","Coleopteron","genus","Early Hettangian","",201.3,196.5,-1.795,52.185001,9.4,37.31,"Coleoptera",20,20,0.981,38.4675
"1403","Coleopteron","genus","Rhaetian","",208.5,201.3,-0.78,54.130001,8.7,37.07,"Coleoptera",21,20,0.7854,40.4999
"1404","Coleopteron","genus","Sinemurian","Aalenian",199.3,170.3,75.833336,25.183332,50.46,-21.55,"Coleoptera",20,17,38.7749,-21.6058
"2093","Coleoptera","order","Rhaetian","",208.5,201.3,32.485001,41.779999,40.5,37.77,"Coleoptera",21,20,999.99,999.99
"2096","Coleoptera","order","Rhaetian","",208.5,201.3,12.558,56.199001,15.91,42.68,"Coleoptera",21,20,9.0602,45.5631
"2152","Cupedidae","family","Hettangian","",201.3,199.3,-74.325836,40.815277,-10.57,18.49,"Coleoptera",20,20,-20.7131,21.357
"2153","Holcoptera giebeli","species","Hettangian","Sinemurian",201.3,190.8,-72.608002,41.979,-9.16,21.49,"Coleoptera",20,19,-19.5204,22.6957
"2155","Holcoptera giebeli","species","Hettangian","Sinemurian",201.3,190.8,-72.509003,42.603001,-9.22,22.11,"Coleoptera",20,19,-19.5448,23.3236
"2156","Mormolucoides articulatus","species","Hettangian","Sinemurian",201.3,190.8,-72.518501,42.605499,-9.23,22.11,"Coleoptera",20,19,-19.5527,23.325
"2159","Mormolucoides articulatus","species","Hettangian","",201.3,199.3,-72.724998,41.424999,-9.46,19.34,"Coleoptera",20,20,-19.5235,22.1349
"2160","Mormolucoides articulatus","species","Hettangian","",201.3,199.3,-72.684998,41.599998,-9.47,19.51,"Coleoptera",20,20,-19.5199,22.3124
"2161","Polyphaga","suborder","Hettangian","Sinemurian",201.3,190.8,-72.595001,42.214001,-9.2,21.72,"Coleoptera",20,19,-19.5487,22.9295
"2218","Notocupes","genus","Hettangian","",201.3,199.3,20.66,51.126999,25.56,42.98,"Coleoptera",20,20,18.2934,43.2765
"2219","Phoroschizidae","family","Hettangian","",201.3,199.3,20.66,51.126999,25.56,42.98,"Coleoptera",20,20,18.2934,43.2765
"2220","Caraboidea","superfamily","Hettangian","",201.3,199.3,20.66,51.126999,25.56,42.98,"Coleoptera",20,20,18.2934,43.2765
"2221","Memptus","genus","Hettangian","",201.3,199.3,20.66,51.126999,25.56,42.98,"Coleoptera",20,20,18.2934,43.2765
"2222","Hydrobiites","genus","Hettangian","",201.3,199.3,20.66,51.126999,25.56,42.98,"Coleoptera",20,20,18.2934,43.2765
"2223","Polysitum","genus","Hettangian","",201.3,199.3,20.66,51.126999,25.56,42.98,"Coleoptera",20,20,18.2934,43.2765
"2224","Artematopodites","genus","Hettangian","",201.3,199.3,20.66,51.126999,25.56,42.98,"Coleoptera",20,20,18.2934,43.2765
