"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"464","Blattula mirta","species","Callovian","Oxfordian",166.1,157.3,118.324997,40.91,128.9,48.77,"Blattodea",17,16,121.4714,42.1716
"465","Blattula kellos","species","Callovian","Oxfordian",166.1,157.3,118.324997,40.91,128.9,48.77,"Blattodea",17,16,121.4714,42.1716
"466","Ctenoblattina dignata","species","Callovian","Oxfordian",166.1,157.3,120.754997,41.474998,131.45,49.71,"Blattodea",17,16,123.9569,42.7184
"467","Ctenoblattina dignata","species","Callovian","Oxfordian",166.1,157.3,120.75,41.75,131.36,49.98,"Blattodea",17,16,123.9558,42.9934
"489","Liberiblattina ihringovae","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,73.5947,41.4058
"490","Blattula tuodianensis","species","Oxfordian","Kimmeridgian",163.5,152.1,101.644997,24.725,117.82,28.26,"Blattodea",16,15,107.4303,22.803
"491","Blattula","genus","Oxfordian","Kimmeridgian",163.5,152.1,101.644997,24.725,117.82,28.26,"Blattodea",16,15,107.4303,22.803
"518","Entropia initialis","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Blattodea",17,16,122.4083,42.5714
"519","Mesoblattina simplicis","species","Callovian","Oxfordian",166.1,157.3,125.175003,41.695,136.44,50.6,"Blattodea",17,16,128.4666,42.8995
"520","Mesoblattula chengdeensis","species","Callovian","Oxfordian",166.1,157.3,118.324997,40.91,128.9,48.77,"Blattodea",17,16,121.4714,42.1716
"522","Mesoblattina","genus","Callovian","Oxfordian",166.1,157.3,120.75,41.75,131.36,49.98,"Blattodea",17,16,123.9558,42.9934
"569","Hydrokhoohydra aquabella","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Blattodea",17,16,73.6999,40.7724
"570","Hydrokhoohydra aquabella","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,73.5947,41.4058
"571","Hydrokhoohydra aquabella","species","Callovian","Oxfordian",166.1,157.3,69.625,42.264,77.87,40.33,"Blattodea",17,16,73.422,40.7268
"644","Fractalia aristovi","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Blattodea",17,16,73.6999,40.7724
"646","Pseudomantina nigroalba","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,73.5947,41.4058
"676","Pseudomantina baijuyii","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Blattodea",17,16,122.4083,42.5714
"680","Praeblattella solus","species","Late Jurassic","Early Cretaceous",163.5,100.5,69.900002,41.799999,81.23,32.22,"Blattodea",16,10,73.8182,40.319
"4101","Megabrenthorrhinus grandis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"5101","Brenthorrhinoides mandibulatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"6101","Paleocartus pubescens","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"7100","Brenthorrhinoides robustus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"8101","Eccoptarthrus crassipes","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"9101","Eccoptarthrus magnus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"10100","Eccoptarthrus tenuicornis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"11100","Abrenthorrhinus brevirostris","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"12101","Distenorrhinus (Distenorrhinus) pallidirostris","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"13101","Distenorrhinus (Distenorrhinus) angulatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"15101","Distenorrhinus (Parabrenthorrhinus) sinuatipes","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"16101","Astenorrhinus elongatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"17101","Astenorrhinus major","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"18101","Procurculio pallens","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"19101","Carabilarva robusta","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"2545","Coleoptera","order","Middle Bathonian","",167.7,164.7,-1.833333,51.900002,19.09,35.79,"Coleoptera",17,16,8.1539,42.4809
"2616","Coleoptera","order","Middle Bathonian","",167.7,164.7,-3.247459,51.020405,18.14,34.81,"Coleoptera",17,16,7.0293,41.558
"3137","Coleoptera","order","Callovian","Oxfordian",166.1,157.3,-68.116669,-47.583332,-18.81,-51.65,"Coleoptera",17,16,-27.5383,-44.1221
"87","Parelateriformius communis","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,122.4083,42.5714
"8810","Parelateriformius villosus","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,122.4083,42.5714
"8910","Parelateriformius capitifossus","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,122.4083,42.5714
"9010","Parelateriformius mirabdominis","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,122.4083,42.5714
"9510","Praecar stolidus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"96","Karacar contractus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"9810","Wuhua jurassica","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,122.4083,42.5714
"21910","Dermestidae","family","Kimmeridgian","",157.3,152.1,-107.779167,44.535557,-39.42,31.62,"Coleoptera",16,15,-51.2804,38.916
"24010","Astenorrhinus martynovi","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"278","Necromera admiranda","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"288","Belonotaris (Arnoldibelus) zherichini","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"289","Belonotaris gratshevi","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"2903","Protohybosorus karatavicus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"291","Protohybosorus grandissimus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"292","Protohybosorus mesoasiaticus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"31110","Kararhynchus occiduus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"3759","Coleoptera","order","Kimmeridgian","",157.3,152.1,8.708,52.292,21.89,35.4,"Coleoptera",16,15,16.9291,43.3514
"3901","Juranthribus thompsoni","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"3921","Karanthribus primitivus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"393","Notocupes pulcher","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"3941","Zygadenia foersteri","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"395","Notocupes lapidarius","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"396","Notocupes nigrimonticola","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"397","Allophalerus maximus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"398","Omma aberratum","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"399","Cupidium abavum","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"400","Tersus leptocerus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"401","Catinius pelta","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"404","Omma jurassicum","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4051","Tersus karatavicus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4061","Xyphosternum minor","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4081","Mesocupes minor","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"413","Allophalerus maximus","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"414","Phoroschizus crassus","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"415","Xyphosternum punctatum","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"416","Xyphosternum antennatum","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"417","Ranis ovalis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"420","Tersoides capitatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"421","Xyphosternum antennatum","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"424","Abolescus glabratus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"425","Archodromus comptus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"426","Archodromus brachypterus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4271","Globoides microps","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"428","Mesoxytelus mandibularis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"429","Mesotachinus major","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"430","Tunicopterus sigara","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"436","Porrhodromus communis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"438","Mesoxytelus parvus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"440","Mesotachinus minor","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"441","Abscondus similis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"444","Globoides oculatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"446","Mesotachinus medius","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4471","Tachyporoides villosus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4481","Abscondus regularis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4491","Sulcelytrinus antiquus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4501","Protoscelis jurassica","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4511","Protoscelis parvula","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4521","Protoscelis longicornis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"4531","Protoscelis nitidicornis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"462","Clavelater ningchengensis","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,122.4083,42.5714
"5701","Tarsomegamerus mesozoicus","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,122.4083,42.5714
"6331","Parahygrobia natans","species","Oxfordian","Kimmeridgian",163.5,152.1,111.25,52.369999,108.38,62,"Coleoptera",16,15,111.6822,57.3465
"6351","Timarchopsis aquaticus","species","Oxfordian","",163.5,157.3,105.529999,50.779999,104.8,58.87,"Coleoptera",16,16,106.2156,54.9197
"6361","Timarchopsis gigas","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"6391","Exedia plana","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"641","Stygeonectes jurassicus","species","Oxfordian","",163.5,157.3,108.099998,51.27,107.13,60.08,"Coleoptera",16,16,108.755,55.7969
"6421","Stygeonectes jurassicus","species","Oxfordian","Kimmeridgian",163.5,152.1,111.25,52.369999,108.38,62,"Coleoptera",16,15,111.6822,57.3465
"6431","Stygeonectes jurassicus","species","Callovian","Oxfordian",166.1,157.3,112,53,111.58,62.65,"Coleoptera",17,16,112.2112,58.0702
"6441","Stygeonectes jurassicus","species","Oxfordian","",163.5,157.3,105.529999,50.779999,104.8,58.87,"Coleoptera",16,16,106.2156,54.9197
"6451","Stygeonectes jurassicus","species","Oxfordian","",163.5,157.3,105.434998,50.639999,104.83,58.72,"Coleoptera",16,16,106.1751,54.7691
"648","Stygeonectes jurassicus","species","Late Jurassic","",163.5,145,111.129997,49.439999,109.27,59.67,"Coleoptera",16,14,112.8069,54.484
"6511","Charonoscapha grossa","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"653","Charonoscapha ovata","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"6561","Charonoscapha ovata","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"6571","Charonoscaphidia elongata","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"6591","Charonoscaphidia elongata","species","Callovian","Oxfordian",166.1,157.3,69.625,42.264,77.87,40.33,"Coleoptera",17,16,73.422,40.7268
"6721","Psacodromeus gutta","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"6741","Psacodromeus gutta","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"675","Psacodromeus ovalis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"6771","Psacodromeus crassus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"6791","Psacodromeus rugosus","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"6801","Karatoma agilis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"6831","Karadromeus rostratus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"6841","Karadromeus latus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"6881","Eodromeus antiquus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"693","Protorabus planus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"696","Protorabus nigrimonticola","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"698","Protorabus magnus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"699","Ovrabites ovalis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"703","Ovrabites jurassicus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"704","Ovrabites jurassicus","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"705","Cordorabus notatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"708","Cordorabus antennatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"709","Cordorabus minimus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"713","Mesorabus elongatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"721","Ochtebiites altus","species","Oxfordian","",163.5,157.3,108.099998,51.27,107.13,60.08,"Coleoptera",16,16,108.755,55.7969
"722","Ochtebiites incertus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"724","Polyphaga","suborder","Oxfordian","",163.5,157.3,108.099998,51.27,107.13,60.08,"Coleoptera",16,16,108.755,55.7969
"726","Paraspercheus asiaticus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"729","Mesecanus communis","species","Oxfordian","",163.5,157.3,108.099998,51.27,107.13,60.08,"Coleoptera",16,16,108.755,55.7969
"730","Mesecanus communis","species","Oxfordian","",163.5,157.3,108.275002,51.724998,106.88,60.53,"Coleoptera",16,16,108.7406,56.2647
"748","Eobelus longipes","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"749","Eobelus longipes","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"750","Archaeorrhynchus acutirostris","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"751","Archaeorrhynchoides paradoxopus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"752","Archaeorrhynchoides latitarsus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"753","Probelus (Probelus) curvispinus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"754","Probelus (Probelus) longitarsus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"755","Probelus (Probeloides) tibialis","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"757","Belonotaris (Belonotaris) punctatissimus","species","Callovian","Oxfordian",166.1,157.3,69.139999,41.880001,77.64,39.83,"Coleoptera",17,16,73.0709,40.2732
"758","Oxycorynoides (Oxycorynoides) similis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"759","Belonotaris (Arnoldibelus) karatavicus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"760","Procurculio fortipes","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"763","Oxycorynoides (Pseudoxycorynoides) brevipes","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"765","Ampliceps furcitibia","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"767","Ampliceps dentitibia","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"768","Ampliceps tenuirostris","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"772","Ampliceps furcitibia","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"775","Distenorrhinus (Distenorrhinus) antennatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"776","Brenthorrhinus mirabilis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
"777","Nanophydes ovatus","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,73.6999,40.7724
"791","Jurallecula grossa","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,73.5947,41.4058
